,label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,1646,1.8924709558486938,0.0,0.0,2.148961067199707,0.0,2.393752098083496,1.2612837553024292,0.0,1.8892505168914795,1.8578450679779053,1.7808223962783813,2.1010494232177734,1.7209290266036987,1.5887486934661865,1.7916861772537231,1.6463700532913208,0.0,1.6129724979400635,2.377305507659912,1.6849064826965332,2.1469922065734863,2.0294506549835205,1.7145789861679077,2.1462440490722656,1.6649121046066284,1.44344162940979,2.1879098415374756,2.041518211364746,1.987041711807251,1.5593433380126953,1.8366434574127197,1.6092932224273682,2.121971607208252,2.2829012870788574,2.0901267528533936,1.647573471069336,2.250624418258667,0.0,1.899855375289917,1.8261864185333252,1.6419453620910645,2.0950722694396973,1.691230297088623,1.6040265560150146,1.8431227207183838,1.8169742822647095,0.0,0.0,2.203007936477661,1.967761754989624,2.3826162815093994,1.420248031616211,2.2678639888763428,1.8765242099761963,1.8589866161346436,1.9636917114257812,1.7152774333953857,2.004300594329834,0.0,2.0887818336486816,1.8828309774398804,1.807694911956787,1.8072429895401,1.7013083696365356
1,175,1.867975115776062,0.0,0.0,2.2039594650268555,0.0,2.4626407623291016,1.3492493629455566,0.0,1.8875384330749512,1.9696699380874634,1.8133492469787598,2.135404586791992,1.8035269975662231,1.5935592651367188,1.8329943418502808,1.7298787832260132,0.0,1.6601812839508057,2.368793249130249,1.672986626625061,2.153425931930542,2.030043125152588,1.6928972005844116,2.145951509475708,1.6885225772857666,1.334779143333435,2.182868480682373,2.0894880294799805,2.141242265701294,1.455712914466858,1.881848931312561,1.6523288488388062,2.093745470046997,2.3490817546844482,2.0316920280456543,1.7502515316009521,2.224097490310669,0.0,1.8191173076629639,1.8520337343215942,1.6430710554122925,2.1255886554718018,1.611012578010559,1.547930121421814,1.790594458580017,1.840983271598816,0.0,0.0,2.2622649669647217,2.0175557136535645,2.328932523727417,1.4053460359573364,2.3266918659210205,1.9157408475875854,1.9804232120513916,1.9692059755325317,1.6863036155700684,2.042067766189575,0.0,2.0936672687530518,2.0253190994262695,1.8426247835159302,1.82748281955719,1.6897308826446533
2,1524,1.9751653671264648,0.0,0.0,2.28631854057312,0.0,2.517852544784546,1.3478034734725952,0.0,1.8854583501815796,2.022653341293335,1.842864751815796,2.1923882961273193,1.7912886142730713,1.724082112312317,1.828391671180725,1.6684502363204956,0.0,1.752265453338623,2.4473140239715576,1.8552416563034058,2.3106987476348877,2.15058970451355,1.7596322298049927,2.3053581714630127,1.7617924213409424,1.4306492805480957,2.3122687339782715,2.2130966186523438,2.0949952602386475,1.5760302543640137,1.907939076423645,1.6255589723587036,2.181497097015381,2.3544814586639404,2.1567471027374268,1.689016580581665,2.3567054271698,0.0,2.035794973373413,1.940932035446167,1.7564334869384766,2.179647445678711,1.7637838125228882,1.647175908088684,1.8717458248138428,1.9344819784164429,0.0,0.0,2.319149971008301,2.0929934978485107,2.4579250812530518,1.445062279701233,2.417252779006958,1.9664610624313354,1.890579342842102,2.0751869678497314,1.7983390092849731,2.10744309425354,0.0,2.179753303527832,1.9767197370529175,1.952953815460205,1.8765331506729126,1.7866326570510864
3,175,2.0505363941192627,0.0,0.0,2.2676496505737305,0.0,2.467135190963745,1.279335618019104,0.0,1.9433550834655762,1.9599164724349976,1.8569954633712769,2.2427592277526855,1.8299809694290161,1.7031079530715942,1.887799620628357,1.7337126731872559,0.0,1.7431977987289429,2.508657455444336,1.7527378797531128,2.228598117828369,2.159024477005005,1.7596096992492676,2.274411678314209,1.7294113636016846,1.3876440525054932,2.3009114265441895,2.1636056900024414,2.126055955886841,1.4686793088912964,1.931007981300354,1.6457788944244385,2.2399752140045166,2.355750799179077,2.117152214050293,1.8112471103668213,2.296503782272339,0.0,1.898945689201355,1.9360426664352417,1.762653112411499,2.100126028060913,1.747567057609558,1.617164134979248,1.8209915161132812,1.838758111000061,0.0,0.0,2.383059024810791,2.041921615600586,2.4985554218292236,1.3938132524490356,2.4073808193206787,1.9387346506118774,1.9288614988327026,2.0321524143218994,1.7201935052871704,2.1592037677764893,0.0,2.1777689456939697,1.9265754222869873,1.9234644174575806,1.8166170120239258,1.6969200372695923
4,227,1.7364531755447388,0.0,0.0,2.108228921890259,0.0,2.2458770275115967,1.1864162683486938,0.0,1.746662974357605,1.818527340888977,1.5730383396148682,2.0038788318634033,1.6316940784454346,1.489876627922058,1.7877558469772339,1.5271350145339966,0.0,1.5331004858016968,2.246669054031372,1.6380295753479004,2.065345287322998,1.9865304231643677,1.5920897722244263,2.0663771629333496,1.6350722312927246,1.337785243988037,2.048964500427246,1.945398211479187,1.8656572103500366,1.4791396856307983,1.8419562578201294,1.4386777877807617,1.9966880083084106,2.213782787322998,1.8811441659927368,1.5462276935577393,2.187156915664673,0.0,1.7833983898162842,1.6779929399490356,1.5838513374328613,1.9915915727615356,1.5619730949401855,1.4535483121871948,1.7393662929534912,1.7430775165557861,0.0,0.0,2.1282958984375,1.8721950054168701,2.233398914337158,1.2962650060653687,2.141599655151367,1.7223937511444092,1.701101541519165,1.8136571645736694,1.7146810293197632,1.927171230316162,0.0,1.9070509672164917,1.850685477256775,1.6920748949050903,1.7323567867279053,1.5798519849777222
5,1524,1.9445545673370361,0.0,0.0,2.1808464527130127,0.0,2.4329352378845215,1.298944115638733,0.0,1.9286922216415405,1.9542572498321533,1.8027567863464355,2.1887853145599365,1.7513364553451538,1.7307969331741333,1.8866167068481445,1.7176185846328735,0.0,1.6691793203353882,2.3364949226379395,1.7358382940292358,2.239445447921753,2.0579521656036377,1.7921440601348877,2.2789533138275146,1.7095049619674683,1.3977166414260864,2.3271756172180176,2.078713893890381,2.156975030899048,1.429949402809143,1.896924614906311,1.6517006158828735,2.1598644256591797,2.2907912731170654,2.0976669788360596,1.7771275043487549,2.2273988723754883,0.0,1.8353039026260376,1.8464511632919312,1.6656471490859985,2.113516092300415,1.6707725524902344,1.581488847732544,1.8795543909072876,1.8424490690231323,0.0,0.0,2.3510096073150635,2.0640101432800293,2.407243013381958,1.3856264352798462,2.3368570804595947,1.9288408756256104,1.9392037391662598,2.0340452194213867,1.6764429807662964,2.097835063934326,0.0,2.175300359725952,1.9578639268875122,1.9356027841567993,1.799222469329834,1.7323285341262817
6,1038,1.897094964981079,0.0,0.0,2.1445345878601074,0.0,2.381140947341919,1.256677269935608,0.0,1.8830825090408325,1.8612372875213623,1.7244280576705933,2.115114450454712,1.6636865139007568,1.5792860984802246,1.8584223985671997,1.7241886854171753,0.0,1.5822150707244873,2.286226511001587,1.6516057252883911,2.1263034343719482,2.029482841491699,1.6461604833602905,2.1372311115264893,1.6209073066711426,1.464896559715271,2.1654512882232666,2.023690938949585,2.0325615406036377,1.465878963470459,1.8555004596710205,1.551239013671875,2.098752498626709,2.1909432411193848,2.0493578910827637,1.6330963373184204,2.2512192726135254,0.0,1.754642128944397,1.9307994842529297,1.639268159866333,2.2063701152801514,1.652453064918518,1.5557019710540771,1.9267469644546509,1.8889456987380981,0.0,0.0,2.1762447357177734,2.01027512550354,2.436917781829834,1.3316423892974854,2.3388259410858154,1.8213114738464355,1.8931968212127686,1.9563930034637451,1.6607224941253662,2.0028793811798096,0.0,2.0627222061157227,1.8102463483810425,1.7635478973388672,1.7645046710968018,1.6592109203338623
7,1038,1.9298533201217651,0.0,0.0,2.1589291095733643,0.0,2.384917974472046,1.091353178024292,0.0,1.9952338933944702,1.9897276163101196,1.7620501518249512,2.068936347961426,1.6763105392456055,1.5484204292297363,1.7144229412078857,1.719697117805481,0.0,1.6758344173431396,2.317573308944702,1.6841990947723389,2.1223297119140625,2.0564587116241455,1.6613881587982178,2.126568555831909,1.7158654928207397,1.3907136917114258,2.1308887004852295,1.9725054502487183,2.0403411388397217,1.345786690711975,1.7708475589752197,1.6882160902023315,2.121260643005371,2.2039952278137207,2.0227911472320557,1.6218359470367432,2.3296263217926025,0.0,1.8764089345932007,1.9325578212738037,1.6422511339187622,2.1259944438934326,1.6400716304779053,1.5602455139160156,1.8151302337646484,1.834333062171936,0.0,0.0,2.218538999557495,2.0065510272979736,2.2681918144226074,1.3877735137939453,2.2436819076538086,1.7806180715560913,1.8964656591415405,1.9772754907608032,1.702192783355713,1.9822217226028442,0.0,2.1673619747161865,1.9207924604415894,1.8165111541748047,1.7045812606811523,1.779417634010315
8,1038,1.9282104969024658,0.0,0.0,2.2507810592651367,0.0,2.3705968856811523,1.320233702659607,0.0,1.9651827812194824,1.8373807668685913,1.6938679218292236,2.149129629135132,1.7951126098632812,1.7103064060211182,1.7529878616333008,1.7318795919418335,0.0,1.6806846857070923,2.334740161895752,1.6476057767868042,2.1435484886169434,2.1397593021392822,1.715494155883789,2.1827542781829834,1.696266531944275,1.3906723260879517,2.190732479095459,2.085892677307129,2.1694955825805664,1.5432484149932861,1.9168930053710938,1.610363483428955,2.1740102767944336,2.3367209434509277,2.1143431663513184,1.7672154903411865,2.190880537033081,0.0,1.9230306148529053,1.8453415632247925,1.598450779914856,2.0549240112304688,1.6616559028625488,1.6025620698928833,1.8453534841537476,1.8855303525924683,0.0,0.0,2.2879414558410645,2.0136873722076416,2.2681069374084473,1.4986796379089355,2.2894375324249268,1.84873628616333,1.9543488025665283,2.009592056274414,1.7386869192123413,2.0067803859710693,0.0,2.0591166019439697,1.9972550868988037,1.8287001848220825,1.8272238969802856,1.606170415878296
9,175,1.9727058410644531,0.0,0.0,2.2298834323883057,0.0,2.458904981613159,1.3566815853118896,0.0,1.9584730863571167,2.0207011699676514,1.8310729265213013,2.2173614501953125,1.7081443071365356,1.699070930480957,1.8721082210540771,1.7126277685165405,0.0,1.7243802547454834,2.4042582511901855,1.712664246559143,2.2080979347229004,2.1655266284942627,1.7568451166152954,2.270148515701294,1.7591943740844727,1.4866666793823242,2.280946969985962,2.095287561416626,2.204620122909546,1.573676347732544,1.9126259088516235,1.6140538454055786,2.242948293685913,2.3896257877349854,2.12892746925354,1.766028642654419,2.319760799407959,0.0,1.9008276462554932,1.8590483665466309,1.7298005819320679,2.1737747192382812,1.6683074235916138,1.6224944591522217,1.888949990272522,1.8618247509002686,0.0,0.0,2.2742743492126465,2.0584354400634766,2.455636739730835,1.4091947078704834,2.3724472522735596,1.9628583192825317,1.9861385822296143,2.069504976272583,1.7449860572814941,2.044255256652832,0.0,2.187087297439575,2.0109200477600098,1.8414757251739502,1.8223187923431396,1.7078161239624023
