,label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,73,1.691962480545044,0.0,0.0,1.905372142791748,0.0,2.160027027130127,1.2178523540496826,0.0,1.8692041635513306,1.682357668876648,1.5835095643997192,2.002241611480713,1.5501725673675537,1.5024704933166504,1.730546474456787,1.5666552782058716,0.0,1.5451829433441162,2.144778251647949,1.4429844617843628,2.116011142730713,1.9013351202011108,1.5409400463104248,1.939014196395874,1.3849002122879028,1.2444487810134888,2.0157957077026367,1.79832124710083,1.9008711576461792,1.3025256395339966,1.614744782447815,1.5700358152389526,1.9517626762390137,2.0628867149353027,1.914327621459961,1.5178409814834595,2.053196907043457,0.0,1.7593724727630615,1.6088297367095947,1.4444409608840942,1.9379305839538574,1.5142326354980469,1.3832199573516846,1.739187479019165,1.6864873170852661,0.0,0.0,2.0932552814483643,1.869028925895691,2.207104444503784,1.2763824462890625,2.078428268432617,1.744678020477295,1.73771333694458,1.6858047246932983,1.5535733699798584,1.7790844440460205,0.0,1.8689106702804565,1.734757900238037,1.5699466466903687,1.6819710731506348,1.4802104234695435
1,81,1.9497227668762207,0.0,0.0,2.1778154373168945,0.0,2.467059850692749,1.3830347061157227,0.0,1.8912941217422485,1.983376383781433,1.8975614309310913,2.1190881729125977,1.7335739135742188,1.6018617153167725,1.81740140914917,1.7153838872909546,0.0,1.7035406827926636,2.249620199203491,1.7372348308563232,2.2877461910247803,2.0616183280944824,1.739603042602539,2.179328680038452,1.7555512189865112,1.5707687139511108,2.2693028450012207,2.070970296859741,2.022822380065918,1.604975700378418,1.8682390451431274,1.6423100233078003,2.124866008758545,2.274442195892334,2.0653719902038574,1.6461986303329468,2.3315587043762207,0.0,1.8087395429611206,1.8961187601089478,1.6315362453460693,2.1759047508239746,1.7311439514160156,1.5939462184906006,1.8720738887786865,1.8383138179779053,0.0,0.0,2.2522075176239014,2.0365211963653564,2.3916332721710205,1.405991792678833,2.3262696266174316,1.8705626726150513,1.9251554012298584,2.012239933013916,1.689015507698059,2.016592025756836,0.0,2.1389846801757812,1.9428882598876953,1.7704973220825195,1.8525052070617676,1.7465221881866455
2,73,1.8795461654663086,0.0,0.0,2.151207208633423,0.0,2.4273340702056885,1.1519811153411865,0.0,1.809728980064392,1.8484083414077759,1.8007718324661255,2.180281400680542,1.756834864616394,1.6571489572525024,1.8885438442230225,1.6732935905456543,0.0,1.683674931526184,2.3250019550323486,1.7015674114227295,2.2311179637908936,2.1284780502319336,1.7177932262420654,2.225719928741455,1.6040961742401123,1.4777624607086182,2.23882794380188,2.074439525604248,2.061797618865967,1.5783233642578125,1.9056010246276855,1.5274509191513062,2.0985615253448486,2.1910440921783447,2.091900587081909,1.687576174736023,2.2655673027038574,0.0,1.8622686862945557,1.8394765853881836,1.6704365015029907,2.08614182472229,1.6886862516403198,1.5405142307281494,1.796886682510376,1.8504825830459595,0.0,0.0,2.200368881225586,1.9230518341064453,2.433216094970703,1.3767985105514526,2.2749385833740234,1.869773268699646,1.8676414489746094,1.9303898811340332,1.6855934858322144,2.1077489852905273,0.0,2.124696731567383,1.922798752784729,1.8971638679504395,1.8559950590133667,1.6350995302200317
3,73,2.0418317317962646,0.0,0.0,2.3476598262786865,0.0,2.471039295196533,1.3106374740600586,0.0,1.9088709354400635,1.9538742303848267,1.7795907258987427,2.258443832397461,1.8395715951919556,1.7400221824645996,1.904758334159851,1.8006144762039185,0.0,1.6928759813308716,2.5409514904022217,1.7887511253356934,2.203688859939575,2.1720755100250244,1.7725740671157837,2.278242588043213,1.7319631576538086,1.4484797716140747,2.357834815979004,2.143188238143921,2.1707887649536133,1.5582469701766968,2.045665979385376,1.7281529903411865,2.288975715637207,2.3988046646118164,2.176976442337036,1.7785955667495728,2.34565806388855,0.0,1.9638837575912476,1.952189564704895,1.6887297630310059,2.1866261959075928,1.6854034662246704,1.5595933198928833,1.9470057487487793,1.8696293830871582,0.0,0.0,2.35788631439209,2.0953164100646973,2.522887706756592,1.455923318862915,2.4239284992218018,1.9014405012130737,1.8807947635650635,2.03364634513855,1.7160859107971191,2.1906020641326904,0.0,2.228238582611084,1.941447138786316,1.869745135307312,1.9123966693878174,1.7111482620239258
4,1146,1.8850195407867432,0.0,0.0,2.204263687133789,0.0,2.456448554992676,1.2682409286499023,0.0,1.9052543640136719,1.8813484907150269,1.848229169845581,2.176619052886963,1.6682053804397583,1.72518789768219,1.8830703496932983,1.7787063121795654,0.0,1.6384042501449585,2.3738231658935547,1.7701544761657715,2.0799551010131836,2.1530957221984863,1.778417944908142,2.2003402709960938,1.7822272777557373,1.4563404321670532,2.1877381801605225,2.063477039337158,2.139103889465332,1.5535154342651367,1.8842731714248657,1.5901219844818115,2.1339058876037598,2.327935218811035,2.103398084640503,1.702711820602417,2.29250431060791,0.0,1.9217569828033447,1.8142093420028687,1.737370491027832,2.1490674018859863,1.6945936679840088,1.6089354753494263,1.994379997253418,1.9269942045211792,0.0,0.0,2.2577736377716064,2.0002405643463135,2.448608636856079,1.4136152267456055,2.364161252975464,1.8779141902923584,1.9512417316436768,2.0194079875946045,1.7012211084365845,2.1154558658599854,0.0,2.1034047603607178,1.9847421646118164,1.7859139442443848,1.8196367025375366,1.6928335428237915
5,1146,2.0047707557678223,0.0,0.0,2.2376210689544678,0.0,2.4469707012176514,1.415306806564331,0.0,1.8994276523590088,1.9439297914505005,1.8821005821228027,2.2546002864837646,1.740768313407898,1.7430994510650635,1.8781101703643799,1.815732479095459,0.0,1.766955852508545,2.4348316192626953,1.7905843257904053,2.20088267326355,2.1035072803497314,1.7401986122131348,2.3103606700897217,1.7981665134429932,1.500939130783081,2.311807870864868,2.127411127090454,2.197723865509033,1.5137865543365479,1.963080644607544,1.6973025798797607,2.2143898010253906,2.3701250553131104,2.1430957317352295,1.7453522682189941,2.3102331161499023,0.0,1.9887396097183228,1.9220892190933228,1.6518876552581787,2.1532766819000244,1.7406222820281982,1.6307382583618164,1.859199047088623,1.8871194124221802,0.0,0.0,2.3278541564941406,2.0729916095733643,2.4213616847991943,1.3849451541900635,2.391805410385132,1.9733917713165283,2.0073893070220947,2.055349111557007,1.7227925062179565,2.1213927268981934,0.0,2.173336982727051,2.0554940700531006,2.005885362625122,1.8850362300872803,1.747454047203064
6,1146,1.9803248643875122,0.0,0.0,2.253885269165039,0.0,2.476400852203369,1.322987675666809,0.0,1.9699612855911255,1.9705309867858887,1.8330658674240112,2.2631402015686035,1.7729284763336182,1.6826947927474976,1.9153841733932495,1.7572439908981323,0.0,1.6922723054885864,2.4921715259552,1.7434027194976807,2.2649850845336914,2.132735013961792,1.760324478149414,2.265310287475586,1.8088691234588623,1.4801870584487915,2.226546287536621,2.143714666366577,2.1199846267700195,1.5537996292114258,1.9546470642089844,1.583547592163086,2.192020893096924,2.3920693397521973,2.158951759338379,1.745248556137085,2.3925058841705322,0.0,1.9979888200759888,1.8678557872772217,1.7772713899612427,2.1248223781585693,1.7813313007354736,1.6794437170028687,1.852563500404358,1.8964329957962036,0.0,0.0,2.3283212184906006,2.085324287414551,2.429166793823242,1.410320520401001,2.370973825454712,1.986987590789795,1.819689393043518,2.0543973445892334,1.8309338092803955,2.158487558364868,0.0,2.2078378200531006,2.014345169067383,1.891428828239441,1.7766519784927368,1.7182563543319702
7,1146,1.8777886629104614,0.0,0.0,2.222616672515869,0.0,2.443021297454834,1.338568091392517,0.0,1.8653290271759033,1.9123098850250244,1.8296765089035034,2.164743423461914,1.7285314798355103,1.589108943939209,1.7696301937103271,1.734735131263733,0.0,1.6326085329055786,2.2968637943267822,1.6657001972198486,2.1689720153808594,2.0749361515045166,1.7195500135421753,2.166168689727783,1.6804288625717163,1.411877155303955,2.141411066055298,2.023369789123535,2.076807737350464,1.4391298294067383,1.9045796394348145,1.6495369672775269,2.0783448219299316,2.3102893829345703,2.093825578689575,1.7211663722991943,2.231433153152466,0.0,1.8212965726852417,1.8691234588623047,1.5941416025161743,2.133512258529663,1.6508467197418213,1.561769962310791,1.7904099225997925,1.835703730583191,0.0,0.0,2.2322583198547363,1.9711071252822876,2.3624536991119385,1.4108152389526367,2.2925374507904053,1.9441540241241455,1.9326127767562866,1.9842913150787354,1.6331367492675781,2.108666181564331,0.0,2.0652334690093994,1.952419638633728,1.81943941116333,1.8291194438934326,1.5925618410110474
8,1145,1.7382203340530396,0.0,0.0,2.1852478981018066,0.0,2.2902235984802246,1.2415696382522583,0.0,1.7433757781982422,1.6792752742767334,1.6988613605499268,2.0570871829986572,1.6463210582733154,1.5803316831588745,1.773301601409912,1.6071007251739502,0.0,1.6205114126205444,2.302461862564087,1.5424972772598267,2.08404803276062,1.8827742338180542,1.6139742136001587,2.0420782566070557,1.659461259841919,1.3725159168243408,2.063814401626587,2.0515923500061035,2.0820038318634033,1.6129493713378906,1.7444180250167847,1.5807467699050903,1.9866758584976196,2.199500799179077,1.992409110069275,1.6353775262832642,2.1055691242218018,0.0,1.8906160593032837,1.7497555017471313,1.579573154449463,1.9840389490127563,1.649303913116455,1.4548512697219849,1.8173482418060303,1.8397866487503052,0.0,0.0,2.175475835800171,1.9170657396316528,2.2080371379852295,1.4094629287719727,2.169588804244995,1.8121143579483032,1.762650489807129,1.8736623525619507,1.6309229135513306,1.893102765083313,0.0,2.0219719409942627,1.839902639389038,1.7243461608886719,1.7423014640808105,1.610174298286438
9,81,1.9427729845046997,0.0,0.0,2.1988284587860107,0.0,2.2936573028564453,1.2431493997573853,0.0,1.85657799243927,1.8259491920471191,1.826371669769287,2.164639711380005,1.7655845880508423,1.5757510662078857,1.9170514345169067,1.6862719058990479,0.0,1.7023133039474487,2.412926197052002,1.6633855104446411,2.179141044616699,2.0246195793151855,1.7125343084335327,2.154858350753784,1.7264957427978516,1.448920726776123,2.245415210723877,2.045032262802124,2.061194658279419,1.477797269821167,1.9600352048873901,1.6156787872314453,2.0504863262176514,2.263026237487793,2.0121538639068604,1.6782859563827515,2.225889205932617,0.0,1.8863015174865723,1.8843046426773071,1.7046810388565063,2.0961320400238037,1.66499924659729,1.5418713092803955,1.8433293104171753,1.8388316631317139,0.0,0.0,2.1637532711029053,1.9336997270584106,2.374687671661377,1.3959674835205078,2.3174962997436523,1.854737639427185,1.8508707284927368,1.9693787097930908,1.7335069179534912,2.0511486530303955,0.0,2.1282830238342285,1.8900177478790283,1.841405987739563,1.8336375951766968,1.7375779151916504
